WFP Gumbo Warehouse,4.84364,31.60336
WFP Kuajok Warehouse,8.30973,27.99095
WFP Awiel Warehouse,8.76919,27.40028
WFP Rumbek Warehouse,6.80333,29.677521
WFP Luonyaker Warehouse,4.84364,31.60336
